,text,label_x,label_y,label_z
1400,Buồn_thay những anh hào một thời ở champion league giờ_đây phải tranh tài ở sân_chơi hạng hai . Milan với 7 chức vô_địch giờ chỉ còn là cái bóng của chính mình .,0,0,4
1401,Trận cầu 8 2 đã làm thay_đổi cả barca .,0,0,4
1402,"Sao trên trời này lại còn tồn_tại những loại cầm_thú như hai chị_em nhà này nhở . Đời_thuở nhà ai cậu ruột em_trai của mẹ lại đi giao_cấu quan_hệ với cháu ruột của mình . Thật không bằng loài cầm_thú . Mà hai cháu gái kia cũng đủ lớn rồi sao lại để chuyện đó sẩy ra vậy ? mà con_mẹ này cũng thuộc loại mẹ má mìn ? chắc không có tiền hút_chích chơi_bời nên là bắt con_ruột đi ăn_xin để kiếm tiền_tiêu . Tiêu tiền trên mồ_hôi công_sức của ai không tiêu lại chính là con_ruột của mình . Mà thằng em đồi_bại khốn_nạn , quan_hệ với con_ruột của mình từ lâu rồi mà nó cũng để yên được . Bọn này không còn bản_chất của một con_người nữa , mà là ác_thú phải nên cho nó cách_ly xã_hội một thời_gian dài mới được .",1,1,6
1403,Nhiều khi thực_tế khác hẳn với lý_thuyết . Lúc đó phải vận_dụng kinh_nghiệm và sự nhanh_trí của con_người để giải_quyết . Đừng cố tranh_cãi bảo_thủ theo lý_thuyết .,1,0,0
1404,Lại là ma_túy dẫn lối .,0,0,6
1405,Huế của tôi thật tội_nghiệp ! !,0,0,3
1406,"Có diện_tích tam_giác không bị giới_hạn bởi đường_cao của nó . Vẽ 1 tam_giác_cân có chiều cao không . 2 mm , cạnh_đáy vài vô_tận diện_tích vô_tận , tổng 3 đường_cao 1 mm .",1,0,8
1407,Đánh 1 cháu bé thì thật xấu_hổ truy_tố hình_sự đi tôi ủng_hộ .,0,0,8
1408,Một phát_minh vĩ_đại và thay_đổi thế_giới . Đến bây_giờ người_ta sử_dụng điện_thoại nhiều hơn máy_tính .,0,0,7
1409,"Có tới 7 tiền_án thì chắc chắc là sự khoan_hồng đặt nhầm chổ rồi , làm_ơn cho đi xa và lâu hộ .",0,1,6
1410,Không_thể để đi vì ông không thấy đội nào chịu bỏ tiền ra mua thôi .,0,0,4
1411,Cứ xử mức khung cao nhất của tội nặng nhất .,0,1,6
1412,Sao không trồng cây rễ_cọc mà trồng cây rễ_chùm như thế hỏi sao không bật gốc .,1,0,3
1413,Thời_gian không chừa 1 ai .,0,0,5
1414,I10 sedan xấu sau toyota wigo . Dáng lục_cục dỡ dỡ ương ương .,1,1,2
1415,Quá hay ! chúc_mừng các chiến_sĩ công_an đã lập chiến_công !,0,0,6
1416,"Tài_năng nở sớm nếu không kế_hoạch chăm_sóc , nuôi_dưỡng và sử_dụng cho khoa_học thì rất lãng_phí cho đất_nước . Thế_giới đã từng để thôi chột những con_người như_vậy .",0,0,8
1417,Cứ thịt tươi mà ăn .,0,0,0
1418,May_mà nó chưa cắn anh ta .,0,0,7
1419,"Soluto vẫn ổn hơn chứ , máy_móc tất_nhiên bốc hơn cvt rồi .",1,0,2
1420,Ngày đầu_tiên đi học quả_thật là rất đau_lòng .,0,0,8
1421,Ghét nhất nuôi chó không đảm_bảo_an_toàn cho người xung_quanh .,0,0,0
1422,"Phải đợi phân_hủy rồi mới làm phân cá , các thanh_niên .",1,0,3
1423,Điều tôi quan_tâm là mức xử_phạt những đối_tượng này là bao_nhiêu năm tù ? buôn_bán 10 cũng bị tử_hình . Ở đây tàng_trữ hàng 100 thì xử_lý ra sao ?,1,0,6
1424,"Cá_voi sát_thủ thông_minh , đứng đầu chuỗi thức_ăn đang đại_diện cho muôn loài trả_thù con_người vì đã làm hại chúng quá nhiều .",0,0,7
1425,Chắc bà cũng có võ nên mới biết thế_mà oánh .,0,0,6
1426,"Lionel messi 6 quả bóng vàng , 6 giày vàng , 34 danh hiệucristiano ronaldo 5 quả bóng vàng , 4 giày vàng , 30 danh hiệukl . Lionel messi cristiano ronaldo .",1,1,4
1427,Chúc 2 cháu luôn vui_khỏe . Cả nước rất mừng .,0,0,0
1428,"Quá_khổ , sao chính_quyền lại có_thể dễ_dàng để cháu bị người không đủ hành_vi dân_sự tiếp_tục bạo_hành vậy ? lẽ_ra cháu phải được chính_quyền can_thiệp triệt_để ngay khi được thông_báo lần đầu thì cháu bớt khổ lâu rồi , tội_nghiệp cháu quá .",1,0,6
1429,"Nên kéo dài phố đi bộ hai bà trưng đến đường điện biên phủ , tiếp_giáp_công_viên lê văn tám , để người dân gởi xe ở đây và sử_dụng xe_đạp xe_đạp điện công_cộng hay bus điện để vào trung_tâm .",1,0,3
1430,"Trong ráp chắc chỉ có binz là tôi thấy trưởng_thành nhất , cậu này nhận_xét trong nhiều chương_trình thấy rất có tâm .",0,0,5
1431,"Cái bóng của cr7 quá lớn ở real . Mùa vừa_rồi có_thể vô_địch laliga là do barca suy_yếu và si không muốn cống_hiến , nội_bộ lục_đục . Mùa này nếu vẫn chủ_quan không tăng_cường , làm mới lực_lượng thì dự_đoán real trầy_trật ở top 3 la liga và tứ_kết c1 giống barca và si mấy năm vừa_qua .",1,0,4
1432,"Câu_lạc_bộ nào cũng có thịnh có suy thôi , tôi nghĩ_lại hơn 15 năm trước ở nha liv , mc có ai muốn đến không , giờ như nào thì cũng đã rõ , để xây_dựng 1 đế_chế kiểu sir alex ở cái thời_buổi kim_tiền này , là khó . Giờ xem mu_đá vì thói_quen chứ cái chất quỷ thời hoàng_kim đâu còn .",0,0,4
1433,"Cảm_ơn thầy , vừa học từ mới , vừa học cách phát_âm chuẩn ạ . Nhất video lưỡng tiện .",0,0,8
1434,"I10 gần như_không có đối_thủ trong cùng phân khúc , đẹp phết .",0,0,2
1435,"Mình đang chạy i10 sedan phục_vụ gia_đình là chủ_yếu nhà 5 người , thi_thoảng chạy chuyến dịch_vụ , cảm_nhận khá là ok trong phân khúc , cốp rộng , xăng ăn ít . Kiểm_tra bảo_dưỡng theo định_kỳ , các cụ có câu của bền tại người .",1,0,2
1436,Cầu_mong mọi người bình an ! việt nam cố lên ! đất_nước chiến_thắng !,0,0,0
1437,Vấn_đề muôn_thuở ý_thức .,0,0,0
1438,"Cầm_thú là có thật , mẹ ruột , cậu ruột mà có_thể làm được điều đó . Thú_dữ không ăn thịt con , vậy dạng này là gì ?",0,1,6
1439,Tôi thấy xấu_hổ khi xem trực_tiếp vài phút đầu_tiên và quyết_định không xem nữa .,0,0,1
1440,"Phạt 11 tỷ usd , giờ bmw lại 18 triệu . Nào_là gian_lận khí_thải , nào là khai khống doanh_số . Các fan cuồng đức vẫn hâm_mộ lắm .",1,0,2
1441,Đầy đúng_đắn và ý_nghĩa .,0,0,1
1442,Thế_giới màu cam rồi .,0,0,1
1443,Bale không cần phải bứt tốc như cách đây 7 năm vì đã có son làm thay . Việc của cậu này là dùng kinh_nghiệm để mang đến đột_biến trong trận_đấu .,1,0,4
1444,Câu trả_lời cho bạn trong bài viết này .,0,0,7
1445,Tội con . Mong con mau khỏi . Chỉ sợ con bị tâm_lý sau_này nữa chứ !,0,0,0
1446,"Săn_bắn sống chan hòa với thiên_nhiên lạnh_giá , nghe_chừng có vẻ buồn nhưng thật là tuyệt_vời .",1,0,1
1447,Trung_học phổ_thông và trung_học sơ sở thì ý_thức cũng như hoạch_định kế_hoạch vẫn chưa hoàn_thiện được . Nếu không có bài kiểm_tra hoặc thay_đổi phương_thức của bài kiểm_tra theo kiểu làm chuyên_đề thì các cháu sẽ không học . Vì giờ có quá nhiều trò tiêu_khiển công_nghệ . Như_vậy theo tôi cần có sự nghiên_cứu kỹ hơn .,1,0,8
1448,"Nhìn rối_bời , do quy_hoạch đô_thị rối_ren bởi quá_khứ , thành_ra bây_giờ xây như chữa_cháy chứ không quy cũ , hiện_đại_để sáng xanh sạch đẹp .",1,0,3
1449,Ai_lại tới đội là khách mời euro pa ? người_ta đang ở c1 danh_tiếng đó .,0,0,4
1450,"Bạn còn không mau làm nữa , giá đất làm gì có đáy , chỉ có chũng lại rồi tăng thôi .",0,0,9
1451,"Vậy là schalke đã phá được kỷ_lục rồi , 8 bàn không gỡ , khác với 8 bàn có gở 2 8 2 10 đầu là munich , sau là mess nha . Cơ_mà năm nào em cũng comment câu này năm nay bỏ bm ra khỏi bundesliga đi , 17 đội còn lại tranh vô_địch giải 2 , 3 thôi . Chứ bm khí_thế ngút trời cuối mùa vô_địch là cái chắc rồi . Xem bài cái màn ngã dẫn tới pen của lê văn nốp thật đẳng_cấp . Ngẫm mà buồn , nếu là rô 7 thì chắc gạch đá ngút_ngàn . Anh ngã vài bàn nữa chắc có người đặt anh là lewandowpen đó ! mà nhìn con_số 8 thật ái_ngại quá .",1,0,4
1452,Xin cho hỏi nếu không có biển phân làn và dưới đuòng không có muổi tên thì oto xe_máy đi thế_nào cho đúng ? cám_ơn .,1,0,2
1453,"Việc sử_dụng điện_thoại thông_minh , máy_tính , . Công_cụ khoa_học , hiện_đại phục_vụ vào việc vui_chơi , giải_trí , học_hành thì không có gì bàn cải và luôn khuyến_khích ở đây , là xu_hướng tất_yếu của thời_đại . Ở đây tôi đưa ra ý_kiến muốn sử_dụng điện_thoại trong giờ học thì hãy suy_nghĩ những vấn_đề xung_quanh nó có hoàn_thiện chưa mới áp_dụng như chúng_ta có app giáo_dục nào hoàn_chỉnh để tích_hợp vào chưa ? có giới_hạn thời_gian , thông_tin để các em không truy_cập lan_man , sai mục_đích . Việc sử_dụng điện_thoại thông_minh cũng là điều xa_xỉ đối_với học_sinh nghèo , miền núi , vậy làm_sao chúng tiếp_cận , có được phương_pháp học_tập tốt như ở đô_thị ? giáo_viên có được đào_tạo , . Ứng_dụng này chưa , . ? rất nhiều câu hỏi mà bộ giáo_dục phải xây_dựng và trả_lời . Ok thì áp_dụng . Còn bây_giờ thì chưa có gì hết . Áp_dụng bây_giờ thì ảnh_hưởng xấu nhiều hơn tốt . Hãy nhìn các nước phát_triển vẫn cấm sử_dụng ở rất nhiều nước , các bác làm bên giáo_dục tham_khảo thêm . Bây_giờ theo tôi thì chưa áp_dụng được .",1,0,8
1454,Mình thì chỉ mong có đủ tiền mua chiếc xe để học theo clip này .,0,0,2
1455,Tôi ăn_chay và tự làm món chay . Bởi thấy các món chay mà làm hình_thù giống món mặn nên không khoái .,1,0,0
1456,Mắc cười nhất là câu các công_nhân tay_nghề mà chúng_tôi muốn tìm cũng đã 60 70 .,0,0,1
1457,"Chỉ đọc thôi cũng đã thấy sợ rồi chém người . Cướp của rồi còn bắt người , hiếp_dâm nữa . Cái này phải phạt thật nặng để chúng_nó ngồi trong lao thật lâu . Cho xã_hội được bình_yên . Chúng_nó mà ra sớm lại ngựa qen đường củ khổ lắm .",1,0,6
1458,"Rõ_ràng là trump làm cho biden cứng_họng nhiều lần , và bây_giờ biden đang tìm mọi cách hướng dư_luận ra khỏi những giây_phút hổ_thẹn đó .",0,0,1
1459,Khốn_nạn quá .,0,1,6
1460,Khổ_thế không biết . Dịch_bệnh chưa dứt giờ lại bị ngộ_độc thực_phẩm . Chúc mọi người sớm bình_phục và rút kinh_nghiệm cho việc lựa_chọn thực_phẩm sau_này .,0,0,0
1461,Chúc_mừng bạn . Bạn thật giỏi .,0,0,8
1462,"Ông lái xe_bồn thật là vô_ý_thức , lái_xe bố_láo thật , đèn_đỏ mà cố vượt lấn sang làn xe_máy để gây tai_nạn cho người đi xe_máy , xuýt là chết oan với hung_thần này rồi , nên tước bằng vĩnh_viễn và phạt nặng , để tên này ra đường lại gây tai_họa cho người khác .",1,0,2
1463,"Ông này mãi chả thấy già đi tí nào . Ôi một thời tốn bao_nhiêu xiền mua băng cát xét mà chỉ là 1 album của đan trường với những bản hit nhạc hoa lời việt . Nghĩ_lại mà thứ âm_nhạc đã hòa_quyện cùng tuổi_thơ vẫn văng_vẳng đâu_đó trong đầu , trong tim .",0,0,5
1464,Mua sớm 5 năm còn hơn mua muộn 5 phút .,0,0,9
1465,Nói_chung ca này khó .,0,0,8
1466,"Lâu_nay nhiều người đi xe đức âu hàn đều có quan_niệm xe đức âu hàn đi vài năm hưởng_thụ rồi đổi xe mới cho_nên không sợ chúng mau xuống_cấp hư_hỏng . Quan_niệm này đúng với những gì đang diễn ra với chất_lượng thực_tế của xe đức âu hàn . Họ còn quan_niệm là không nên nghĩ đến việc bán xe khi xe đức âu hàn nhưng trên thực_tế thì lại lo_lắng sầu khi bán lại chúng vì rất ít người muốn mua xe cũ đức âu hàn . Mercedes này đã 4 năm_tuổi . Đây là cái tuổi xe mà đa_số ai đi xe đức âu đều mong_muốn bán đi bỏ đi . Thì hà_cớ gì bạn lại mang về để thay người chủ trước hầu_hạ nó ? 800 triệu là số tiền nhỏ với người này lớn với người kia nhưng điều quan_trọng bạn nên nhớ là người thông_minh không bao_giờ bỏ 800 triệu ra chỉ để tốn thêm công_sức và tiền_bạc để hầu_hạ nó . Xung_quanh tôi , tôi thấy ai đi xe đức âu đều trở_thành mẹ bỉm sữa xe đức âu . Thân !",1,0,2
1467,Thương lắm khúc ruột miền trung !,0,0,3
1468,Vất_vả với cuộc_sống mưu_sinh .,0,0,3
1469,"Chưa có ngành nào như ngành học 6 năm , cộng 18 tháng thực_hành ở bệnh_viện để được chứng_nhận xin cấp chứng_chỉ , giờ tiếp_tục mất thêm tiền chứ không phải thêm chuyên_môn mới được hành_nghề ?",1,0,0
1470,"Thực_ra dù bạn đạt 9 . Không thì bạn vẫn không_thể bằng một người mỹ bình_thường về khả_năng ngôn_ngữ được , vì đó là tiếng mẹ_đẻ của họ . Mình rất khâm_phục bạn vì sự đam_mê ngôn_ngữ . Tuy_nhiên mình muốn nói với mọi người là tiếng anh không phải là một thước_đo đúng và phù_hợp cho giáo_dục . Nó chỉ là một kỹ_năng rất nhỏ trong tổng_thể để thành_công . Đừng ép con mình nếu chúng chưa thích ngoại_ngữ .",1,0,8
1471,"Hợp_tác mở lớp , thu tiền , đào_tạo , cấp bằng rồi lại thu bằng . Là cũng do trường cao_đẳng tế hà_tĩnh sai chứ đâu phải học_viên ?",0,0,8
1472,Không bằng cầm_thú .,0,1,6
1473,"Lại 1 lần nữa cảnh_tỉnh về tình_trạng các cơ_sở sản_xuất nằm len_lỏi trong các điểm dân_cư đô_thị . Quy_định về pc đối_với các cơ_sở này và trách_nhiệm trong quản_lý trật_tự của chúng_ta . Rất may không có thiệt_hại về người , nhưng là bài_học lớn . Hi_vọng tương_lai tươi_sáng !",1,0,3
1474,Nhìn như tài_tử điện_ảnh_vậy .,0,0,1
1475,"2 ông sơn tùng tên bất_hiếu bớt sân si cái đi . Bale về lại đội bóng cũ tìm lại niềm vui_chơi bóng , thế thôi .",1,0,4
1476,"Nên áp_dụng hình_phạt cao nhất và sửa lại độ tuổi chịu trách_nhiệm hình_sự , chứ với hành_vi côn_đồ và dã_man thế này , ra ngoài lại sẽ là 1 mối nguy_hiểm rất lớn cho xã_hội và cộng_đồng !",0,0,6
1477,"Cụ 100 tuổi mà năm_ngoái còn giúp bạn tình đẻ một lô hơn năm chục trứng thì đúng là khiếp rồi , thôi tuổi này về với trời_đất cũng mãn_nguyện rồi xd .",1,0,7
1478,Đau_xót quá ! vừa buổi học đầu_tiên của năm_học mới . Mong các con yên_nghỉ .,0,0,8
1479,Đúng là ma_túy khiến con_người trở_thành ma .,0,1,6
1480,Venezuela miền đất sinh ra những hoa_hậu tuyệt_vời .,0,0,5
1481,"Trời_ơi 2 tuổi đi còn chưa vững nói gì bơi , cha_mẹ bận kiếm miếng cơm manh áo để các con tự chăm_sóc nhau , thật tội_nghiệp các con . Thiết_nghĩ dù thành_phố hay nông_thôn , dù nghèo hay giàu thì con_cái vẫn là tài_sản lớn nhất , hãy để_mắt đến các con , ngoài việc kiếm miếng cơm hãy tập thêm cho các con kỹ_năng khác . Mong các con bình an !",1,0,3
1482,"Thà làm phim còn hơn bởi vợ_chồng cô này chẳng bao_giờ thật lòng , toàn diễn .",1,1,1
1483,Chả có gì phải quan_tâm quá có tài đấy nhưng cuộc_sống chắc gì đã được viên mãn .,0,1,8
1484,Vi rút covid 19 thật_sự khủng_khiếp .,0,0,1
1485,Nhìn bánh của ông hấp_dẫn hơn mấy loại bán tràn_lan ngoài đường .,0,0,1
1486,"Để di_chuyển từ trung_tâm thành_phố về q9 rất lâu , bất_tiện nhất_là khi phương_tiện công_cộng như tàu_điện_ngầm chưa phát_triển .",1,0,3
1487,Căn biệt_thự này cũng chỉ bằng cái móng tay mà vị đại_gia này chi ra thôi . Hãy tiếp_tục quan_sát xem ông ta sẽ bị trày da thế_nào sau tai_nạn vì tội mua_bán trái_phép_hóa đơn này .,1,0,9
1488,"Không biết nước_ngoài như thế_nào chứ mình ủng_hộ nhà_trường . Các em còn trong độ tuổi thiếu_niên nên tập_trung vào việc học , nếu cứ để cho các em tự_do thể_hiện cái tôi bằng_vẻ bề_ngoài như_vậy thì đối_với trường_học là nơi tập_trung rất đông các thiếu_niên ở độ tuổi thích thể_hiện thì nhà_trường sẽ rất khó quản_lý hướng các em vào mục_tiêu chính là học_tập .",1,0,8
1489,Bảng xếp_hạng hay thế ? có cả xe_tải hyundai porter mà_lại còn đứng thứ 3 nữa .,0,0,2
1490,Hồi trẻ các tuyến đường này là tuyến đi bộ của tôi rồi .,0,0,3
1491,"Cũ mới_rồi chi_phí cũng lại đổ lên đầu khách hết . Xăng tăng thì giá vé cũng lên , bến xa thì vé cũng sẽ cao hơn . Tóm lại thiệt_thòi vẫn là người dân . Dù đi bằng gì thì cũng thiệt .",1,0,3
1492,"Chính_quyền nên cấm trẻ_em đi ăn_xin hoặc bán vé_số , . Phát_hiện được là đưa vô làng trẻ để những kẻ mất nhân_tính không lợi_dụng trẻ_em làm công_cụ kiếm tiền . Hình_ảnh những đứa trẻ đi ăn_xin thật đáng thương , chính_quyền nên cứu_giúp trẻ đó cũng là cách tạo_hình_ảnh tốt_đẹp cho viet nam trong mắt người nước_ngoài và đó cũng là cách bảo_vệ trẻ_em thiết_thực nhất .",1,1,6
1493,Mua toy khỏi cần lắp thêm gì nhé . Vì có lắp cũng bằng_thừa .,0,0,2
1494,Nhìn như cầm chiếc giày nói_chuyện .,0,0,7
1495,"Xe gia_đình mà hay đi xa du_lịch thì chevrolet cruze cũng là 1 lựa_chọn tốt , xe đi đầm , chắc nếu đi phố sẽ hơi hao xăng hơn các con cùng phân khúc nhưng so với độ an_toàn thì đáng là bao , bác cứ lên lái thử các xe và cảm_nhận đánh_giá rồi quyết chứ hỏi trên này thì giờ là cuộc đầu của 2 phe hàn nhật rồi không tư_vấn được gì đâu .",1,0,2
1496,"Cứ tưởng cuộc_đời anh này sẽ tốt sau khi ra tù thì sau đó lại bị đi tù hix , người có tài đấy mỗi tội sử_dụng không đúng cách thôi .",0,0,6
1497,"Khi mỗi tối gia_đình tôi học như đánh_vật , cả ngày ở lớp không nhớ nổi học những cái gì , vì quá nhiều bài_vở , cô lại phát những sách học thêm để tập tô , tập viết , mỗi buổi cả nhà stress . Tôi không hiểu cải_cách giáo_dục kiểu gì nữa .",0,1,8
1498,"Đi học chứ đâu đi làm showbiz , hay cầu_thủ đá banh . Tôi không ủng_hộ hớt_tóc kiểu bờm ngựa , hay như các cầu_thủ nước_ngoài , dạy con nghiêm_chỉnh chỉnh chu sống có kỷ_luật từ bé khi lớn ít gặp điều may_rủi . Những đứa tự_do cá_tính xăm trổ đầy người , sống buông_thả thành ngổ_ngáo hay bị vướng vòng pháp_luật .",1,1,8
1499,Thấy thật tự_hào .,0,0,1
1500,Này ác quỷ chứ không phải con_người .,0,1,6
1501,Tội_nghiệp quá ! di_đà phật ! nên đưa môn bơi_lội vào dạy cho học_sinh mẫu_giáo hay lớp 1 ! ít_nhất cũng phải biết cách giữ nổi cơ_thể !,1,0,3
1502,Thần_tượng . Chúc anh hạnh_phúc !,0,0,5
1503,Hãy bán vàng và gởi tiền vào ngân_hàng . Tầm 6 tháng nữa hãy mua đất bạn nhé .,1,0,9
1504,"Mẹ đẹp quá bảo sao con_trai đẹp , nhưng nhìn mẹ trẻ đẹp như chị_gái .",0,0,5
1505,"Tự_do ngồi nhâm_nhi cafe mới thấy ý_nghĩa , công_sức của đội_ngũ bs . Cám_ơn các anh .",0,0,0
1506,Thương các em quá . Mong rằng các bạn trẻ hãy cân_nhắc thật kỹ trước những hành_động của mình . Càng ngày có nhiều trẻ bị bỏ_rơi nghe mà xót_xa .,1,0,0
1507,Toàn những gương_mặt trẻ chúc các bạn luôn mạnh_khỏe và luôn thành_công trong mọi lĩnh_vực .,0,0,0
1508,"Bánh trung_thu , bánh_dẻo có_thể làm kích_cỡ vừa , nhỏ , to nhưng hình_dáng không nên thay_đổi quá nhiều , vì là truyền_thống từ nghìn năm mà , đã là truyền_thống thì phải có tính truyền thừa từ thế_hệ trước cho thế_hệ sau chứ không phải thế_hệ sau biết rồi đột_ngột thay_đổi đến mức không ai nhận ra , nếu đổi_mới hình_dáng thì nên gọi là bánh 3 , hình heo , nhím , dâu_tây , màu tím vàng xanh đỏ . Từ ánh nhìn đầu_tiên , xin hỏi ai nhìn vào sẽ biết ngay đó là bánh trung_thu ? xin_lỗi , tính mình rất thích lịch_sử , văn_hóa , mình thấy rất nguy_hiểm khi tết trung_thu , bánh trung_thu . Trở_nên xa_lạ như_vậy , có ông bố bà mẹ nào nghĩ đến sau_này khi hỏi đứa con , cháu của họ giữa 2 cái bánh hình động_vật , hoa_lá và bánh theo khuôn truyền_thống đứa trẻ vô_tư trả_lời hình động_vật , hoa_lá màu_sắc kia là bánh trung_thu mà thế_hệ hơn nghìn năm trước đã làm ?",1,0,9
1509,"Ngày nào cũng thế , đã có quy_định rõ_ràng phương_tiện thô_sơ chỉ được chạy làn trong cùng , xe_máy chạy 2 làn trong , xe_hơi làn giữa và làn ngoài cùng . Cứ 1 ông lách ra làn ngoài là cả đoàn tách theo . Đã chứng_kiến 3 người đi xe_đạp bị húc văng khi vượt đèn , khi hỏi thì lại bảo tại_sao không biết nhường đoàn đua ?",1,0,2
1510,"Đồng huấn_luyện_viên trưởng như một trò_đùa . Thế mới thấy những quyết_định lạ_lùng ở vleague không thiếu . Mình từ_chối hiểu quyết_định lần này của bầu_đức , 1 vòng lẩn quẩn thật_sự . Vị_trí gđkt huấn_luyện_viên cứ thay_đổi theo kiểu xoay tròn thế này thì đội bóng bao_giờ thôi lo trụ hạng ?",1,0,4
1511,Tuyệt_vời . Xin chúc_mừng các bệnh_nhân và đội_ngũ bác_sỹ !,0,0,0
1512,"Thật_sự không hiểu nổi sao còn tồn_tại những người mẹ , người cha đánh_đập , hành_hạ chính con_ruột của mình như_vậy . Thời_gian sẽ xóa vết_thương trên thân_thể , nhưng vết_thương trong tâm_hồn thì không .",1,1,6
1513,"Tiếng việt mới có phần tinh_giản hơn nhưng thời_lượng được kéo_dài hơn , tăng từ 350 lên 420 tiết . Như_vậy , về mặt khoa_học , học_sinh không hề phải học nặng hơn . ! tinh_giản hơn là tinh_giản cái gì mà thời_lượng lại tăng thêm 70 tiết ? không nặng về nội_dung nhưng nặng thêm thời_gian thi cũng như . Không !",1,0,8
1514,"Cái hay của bale là luôn_tỏa sáng đúng lúc , đúng thời_điểm . Bale không may_mắn vì thể_chất hay chấn_thương nên không bao_giờ đạt đến tầm của ro và si . Nhưng nếu so nhưng về hiện với neymar thì khi bale khỏe_mạnh còn tỏa sáng nhiều trận quan_trọng hơn neymar , kĩ_thuật không bằng quả thì ăn_đứt . Tất_nhiên là trên tầm hazard và phần còn lại . Chúc bale luôn khỏe mạnh mùa này . Cảm_ơn bale vì những đóng_góp to_lớn cho real .",1,0,4
1515,"Mua xe để đi làm đương_nhiên là chọn fadil rồi , xe tốt , hậu_mãi tốt , dịch_vụ chính hãng chuyên_nghiệp và giá rẻ . Mặc_dù đang chạy i10 nhưng vẫn phải dành lời khen cho fadil .",1,0,2
1516,"Hổ dữ còn không ăn thịt con , nỡ lòng nào ?",0,0,6
1517,Mức tiêu_thụ xăng thì phải dựa vào các yếu_tố 1 dung_tích xi_lanh . 2 hộp_số . 3 khối_lượng xe . 4 kỹ_thuật lái_xe . Bạn không nên nhầm_lẫn giữa hao_mòn và hư_hỏng . Đa_số các xe đều có chất_lượng như nhau nên xe chỉ bị hư_hỏng khi gặp sự_cố mà thôi .,1,0,2
1518,"Cháu xin chúc chú và em bôm luôn vui sống , an yên và gặp nhiều may_mắn . Mỗi lần cháu đọc tin về em bôm là thấy cuộc_đời thêm tươi_sáng !",0,0,5
1519,Những người bị ngộ_độc đã ăn và nhập_viện ngày 27 8 . Ngay 29 8 bộ tế khuyến_cáo . Mấy thánh đọc cho kỹ .,0,0,0
1520,Atp tuyệt_vời luật là luật . Cố lên các tay_vợt giờ thì biết tại_sao nole thành_lập ptpa rồi đấy . Làm tốt lắm atp .,1,0,4
1521,Sao không thả lại tự_nhiên ?,0,0,3
1522,"Nếu tôi là sancho tôi sẽ tự hỏi , câu lạc_bộ có_thể mất 2,3 năm xây_dựng rồi vô_địch không ? tôi nghĩ là không , tại_sao ? từ khi sir alex nghỉ câu lạc_bộ đã đổ tiền xây_dựng từ cầu_thủ cho đến huấn_luyện_viên và bây_giờ ? nó như đắp cái chăn_vậy , che đầu hở chân , che chân hở đầu , không tiến_bộ , cho đến giờ vẫn luẩn_quẩn như lối chơi vậy , lúc hàng công vấn_đề , lúc hàng thủ vấn_đề , cứ dắp chỗ này hổng chỗ kia . Đó là còn chưa kể nha còn đó pep và klopp , 2 huấn_luyện_viên tài_ba nhất thế_giới , họ có bộ_óc sáng_tạo ra chiến_thuật , xây_dựng lên lối chơi đã từng đứng lên đỉnh châu âu . Như klopp khi ông đến liv là ở vị_thế sau các câu lạc_bộ khác rất nhiều , tài_chính , đội_hình . Sau đó thế_nào , thu_hẹp khoảng_cách , rồi vượt qua và giờ ngự_trị ở top 1 , chưa thấy có dấu_hiệu đi xuống . Khi klop ở sau còn bị vượt mà bây_giờ ở sau đến cả dặm chừng 30 điểm ở nha thì lý_do nào để tin rằng sol có_thể vượt qua những huấn_luyện_viên như_vậy , kinh_nghiệm ? tài_năng ? những nhân_tố con_người sẵn có ? tôi không tin hoặc ít_ra chưa thấy 1 dấu_ấn nào để tin .",0,1,4
1523,Covid đang là lúc để mua vào vì giá rẻ . Nhưng bán ra hoei khí thời_điểm này . Để 1 vài năm nhất_định_giá bds sẽ lên .,1,0,9
1524,"Tội_nghiệp mấy bé quá . Người_lớn lúc ốm_đau , nằm viện còn rất cần người_thân bên cạnh , còn các em đã mồ_côi lại còn thế này nữa , thật là thiệt_thòi cho các quá ! hãy cố_gắng sống tốt nha các .",1,0,0
1525,"Công_chúa nhạc pop có khác , đúng là đỉnh_cao .",0,0,5
1526,Xe việt_nam vẫn quá đắt và đường_xá thì quá kém .,0,1,2
1527,"Ở đâu cũng có những kẻ vô_ý_thức , tội_nghiệp con cua bé .",0,0,7
1528,"Hoan_hô các anh ! chúc các anh sức_khỏe , nhiết huyết , tận_tâm . Tiêu_diệt hết lũ ma_quỷ cho xã_hội bình_yên , nhà_nhà yên_ấm , người_người tươi_vui !",1,0,6
1529,"Mang gì cũng được , chỉ mong cậu đừng mang cái khí_chất golfer từ real sang spurs là mừng rồi .",1,0,4
1530,Nếu lúc vàng đạt 6 bán đi rồi giờ mua lại cũng được 1 khoản rồi . Giờ mới suy_nghĩ bán thì hơi thiệt .,0,0,9
1531,Thật tuyệt .,0,0,7
1532,Nước nào cũng phòng_chống dịch quyết_liệt như việt nam thì covid 19 không còn xuất_hiện trên thế_giới nữa rồi . Tự_hào quá việt nam ơi !,0,0,0
1533,"Ông phải xét_nghiệm tới chủ_nhật , nếu vẫn âm_tính mới yên_tâm . Ông trump bữa thứ ba chắc đã nhiễm rồi , lây cho ông thì thứ_sáu âm_tính cũng chưa chắc .",1,0,1
