,text,label_x,label_y
1824,mình còn tư_tưởng nha .,0,2
1825,thầy dạy chủ_yếu chứng_minh công_thức có sẵn nên hay mất thời_gian và không đưa ra trọng_tâm cho sinh_viên học .,2,2
1826,thầy có_thể nói rõ hơn cho em về tài_chính doanh_nghiệp chất_lượng cao được không ạ .,0,2
1827,điểm đầu_vào trường cao thì chứng_tỏ cũng không dốt mà_phát_ngôn ngu thế nhỉ .,2,3
1828,anh dùng ngon mà em .,1,3
1829,me quá .,1,3
1830,micro hay bị hú và rè .,2,4
1831,mọi người nhanh tay nha .,0,3
1832,mọi người đăng_ký đơn lẹ để được đi ăn cưới lữa .,1,9
1833,ts đỗ anh tài bí_thư đảng_ủy chủ_tịch hội_đồng trường đại_học kinh_tế và quản_trị kinh_doanh chủ_tịch câu lạc_bộ cầu_lông ts .,0,6
1834,báo giải_phóng .,2,3
1835,chúng_ta đều là nạn_nhân của tín màa .,2,3
1836,em đã đăng_kí trên app nhưng chưa kịp điền form thì có được tham_dự ạ .,0,9
1837,chúc_mừng các con chúc các con luôn thành_công trong cuộc_sống .,1,6
1838,phòng thực_hành chưa có chất_lượng .,2,4
1839,bộ_môn rèn_luyện tính kiên_trì và sự kiên_nhẫn .,0,2
1840,giảng rất dễ hiểu .,1,2
1841,em nhớ đi_cầu để không bị xe đâm văng mét nhé .,2,3
1842,chốt đơn .,0,3
1843,học aep sướng .,1,2
1844,đi làm gặp ông sếp hãm về trường giáo_viên thờ_ơ .,2,5
1845,cần cải_tiến trang thiết_thực_hành .,2,4
1846,xin_lỗi vì đổ tội cho thức khuya và deadline .,2,8
1847,ngưỡng_mộ cô quá .,1,3
1848,và các bạn trong lớp mình hồi đó được học_bổng cũng không phải là dựa vào tham_gia câu lạc_bộ quan_trọng là cách học và cách ôn_tập khi chuẩn_bị thi của bạn nhé .,2,2
1849,khi lớp có các bạn vắng quá nhiều thầy gọi lớp trưởng để nhác nhở các bạn trong lớp đi học .,1,2
1850,mình ra trường rồi không được dùng canva pro nữa ạ .,2,3
1851,ts hoàng văn cường phó hiệu_trưởng trường đại_học kinh_tế quốc dân chào_mừng đoàn công_tác của đại_học thái nguyên đã nhận_lời mời đến thăm và giao_lưu trao_đổi kinh_nghiệm tại trường .,1,1
1852,cơ_hội sẽ luôn đến nếu tình_yêu của em đủ lớn .,1,3
1853,mỗi cái neu free dùng được ý .,2,4
1854,giảng_viên không nhiệt_tình .,2,2
1855,eo biết vậy ở hà_nội đi chụp cùng ó thôi năm sau ở lại .,0,3
1856,thầy dạy rất hay mang tính cập_nhật .,1,2
1857,chắc sao đâu .,0,3
1858,anh_chị cho em hỏi kì này em học pháp_luật đại_cương kt vi_mô toán thể em dự_định đăng_kí thêm triết và một môn nữa mọi người có_thể tư_vấn cho em nên đăng_kí thêm môn nào không ạ và cho em hỏi là có nên học cả vi_mô và vĩ_mô trong kì không ạ .,0,2
1859,có chị nha .,1,3
1860,thầy hứa sẽ up điểm giữa kỳ sớm mà điểm giữa kỳ thì tới giờ này vẫn chưa có .,2,2
1861,cảm_ơn vì đã bình_luận để tôi biết hóa ra vẫn còn những người có mindset sống ở thiên_niên_kỉ trước .,2,6
1862,có được phúc_khảo không ạ .,0,2
1863,cho làm bài kiểm_tra thử trước khi thi .,1,2
1864,thầy dạy dễ hiểu sẵn_sàng giúp_đỡ sinh_viên tận_tâm nhiệt_tình .,1,2
1865,quạt của phòng_bị hư nên học hơi bị nóng .,2,4
1866,trường đại_học công_nghệ tuyển_sinh sinh_viên khóa .,0,1
1867,em có hỏi giáo_viên hướng_dẫn nhưng chưa nhận được hồi_đáp chi_tiết nên em mong thầy cô và mọi người giải_đáp giúp em ạ .,0,8
1868,hi_em nếu em cũng yêu cái đẹp thì đến với hoa nhé hall of art club em ơi câu lạc_bộ đang tuyển cộng_tác_viên nè hoa chính_thức mở đơn tuyển cộng_tác_viên đợt ban onstage và ofstage .,0,9
1869,tớ rất xin_lỗi vì hay tét đít cậu cậu đừng giận tớ nhé .,2,6
1870,chạy ngay chạy lẹ chạy vội khỏi thầy tuấn .,2,2
1871,tư_vấn soi da miễn_phí .,1,0
1872,em dấu tên chia_sẻ đấy à .,0,3
1873,lương triệu tháng có_thể hơn tùy năng_lực .,0,5
1874,có thật_sự cảm_thấy mình là con_người không vậy .,2,6
1875,kiến_thức này liệu có chắc là cơ_bản và được cập_nhật phù_hợp với dân it hiện_nay chưa .,2,2
1876,nếu bạn quan_tâm đến lĩnh_vực nhân_sự hoặc đang tìm_kiếm công_việc vị_trí thực_tập thì form đăng_ký dưới đây sẽ chính là chìa khóa đưa bạn đến gần hơn với các nhà tuyển_dụng .,1,5
1877,người giàu thích gửi xe à .,0,3
1878,chỉ còn ngày để đăng_kí tham_gia workshop khoa_học dịu lành cho làn da nhạy_cảm_từ cetaphil có cơ_hội nhận ngay những phần quà cực_kì hấp_dẫn .,0,0
1879,cách đây gần năm thì lãi vãi lồn giờ có cái nịt mua mẹ sàn cho nhanh .,3,7
1880,theo quan_điểm cá_nhân của mình thì sinh_viên mỗi khóa ngày_một đông lên so với khóa trước kèm theo đó là các phân hệ giảng_đường cũ đã đóng ngày trước có phân hệ ở nơi khác cộng vời thời_gian biểu_hiện_tại sinh_viên có_mặt ở trường nhiều hơn lâu hơn trong một tuần .,0,4
1881,như trước bạn học lớp chọn thì vẫn học thể với lớp như bình_thường mấy hôm đầu xong mấy hôm còn lại mới sang lớp chọn vì nó pass .,0,2
1882,sau đó thì tao biết tin đệ của thằng_cha phó_khoa cũng tốt_nghiệp loại khá chang câu_chuyện mày kể chọn cách đó và được kí hợp_đồng giảng_viên .,2,2
1883,mình pass ké chủ post ạ .,0,0
1884,chân_trời mới đang mở ra với biết_bao niềm tin hy_vọng trên con đường chinh_phục tri_thức đang chờ_đợi các em ở phía trước .,1,6
1885,cách truyền_đạt không gây hứng_thú .,2,2
1886,bạn nhận được chưa .,0,3
1887,trao_đổi mua_bán nhiều thứ không lo bị hớ .,1,3
1888,trai nhà có khác .,0,3
1889,cã lũ đứng im luôn .,0,3
1890,ielts tuyệt_đối ở cả kỹ_năng tại việt_nam .,1,2
1891,làm bài_tập về nhà .,0,2
1892,thắc_mắc khiếu_nại về kết_quả đổi điểm trong link theo_dõi phản_hồi tại .,0,1
1893,thầy dạy hay tận_tình gần_gũi với học_sinh .,1,2
1894,chắc cũng sẽ không ảnh_hưởng nhiều lắm đến thời_gian dạy bài mới trên lớp .,0,2
1895,câu lạc_bộ truyền_thông neuron neu .,0,9
1896,mình tìm võ phục taekwondo size .,0,8
1897,xuyên suốt cuộc thi các thí_sinh đã thể_hiện được sự tự_tin cũng như những tố_chất vô_cùng đặc_biệt thông_qua chất giọng của mình .,1,9
1898,thủ_khoa kinh_tế đầu_tư nghệ ngão .,1,2
1899,mình có trình đâu .,0,2
1900,linh_kiện máy_tính của trường đã cũ hư_hỏng nhiều mà học_phí năm_học nào cũng tăng .,2,4
1901,ti thi .,0,3
1902,cơ_hội của bạn đang đến rất gần click ngay vào đơn đăng_ký dự thi để trở_thành những nhà khởi_nghiệp trẻ tương_lai đóng_góp giá_trị tích_cực cho cộng_đồng .,1,7
1903,ngày hôm_nay điều bất_ngờ đã xảy ra tại vòng_đấu áp_chót f .,0,1
1904,thầy dạy vui và dễ hiểu .,1,2
1905,chị ơi sự_kiện này được bao_nhiêu điểm đoàn ạ .,0,1
1906,nhưng thầy rất nhiệt_tình giảng lại và đứng chỉ lại .,2,2
1907,đi đâu cũng thấy rơi đồ ở kinh_tế phát_triển .,0,3
1908,cô wzjwz thường_xuyên chữa bài_tập và đi_sát vào nội_dung học_tập .,1,2
1909,cô nhiệt_tình quá nên nhiều cái cô giảng đi giảng lại buồn_ngủ quá mà tốn thời_gian nữa nhiều bạn vẫn chưa hiểu thì nên về nhà tự học thêm chứ cô giảng kỹ quá đâm_ra dư_thừa .,2,2
1910,mình có đứa em vừa thi lên chất_lượng cao sáng nay .,0,3
1911,phòng học gần công_trình đang xây_dựng nên rất ồn mong trường có_thể đổi phòng học khác em xin cảm_ơn .,2,4
1912,phớt_lờ quy_định các vi_phạm liên_quan đến người đi bộ tiềm_ẩn nhiều nguy_cơ gây mất trật_tự an_toàn giao_thông vẫn diễn ra phổ_biến .,0,7
1913,địa_điểm phòng hội_nghị tầng hầm trường đại_học kinh_tế quốc dân .,0,1
1914,đến chiều ngày hôm_nay khoảng mình và đứa bạn tiếp_tục xuống mua nước .,0,3
1915,vào buổi học đầu_tiên của môn giáo_dục thể_chất thầy cô đều nhắc các em cần đăng_kí học riêng môn giáo_dục thể_chất vào buổi học để tránh mắc lỗi kiểu như em hoặc đủ sức học các môn khác và nhiều lí_do khác .,0,2
1916,may quá em đang phỏng_vấn với những câu hỏi .,1,3
1917,học kế_toán vẫn làm kiểm bình_thường .,0,2
1918,trình_độ ông này thì tao không quen_biết nên không bình nhưng qua vụ gạ_gẫm gái trên trường_quay lúc người_ta đang đi xin tiền đầu_tư của anh là thấy tư_cách của anh hưng như lồn rồi .,3,6
1919,trong khi yêu_cầu của thầy thì phải đạt độ chuẩn_xác rất cao mới qua được môn .,2,2
1920,mình có ht quản_lí và kinh_tế học sách auth và đây nữa nhé .,0,2
1921,mọi người ơi đăng_ký như nào vậy .,0,4
1922,bạn có_thể gửi lại minh chứng ạ .,0,3
1923,thời_gian thứ sáu ngày_tháng năm .,0,1
1924,mình trượt cũng không bất_ngờ lắm cậu nhỉ .,2,2
1925,mọi người ơi làm_sao để biết đỗ nv hoặc nv ạ .,0,2
1926,cố_gắng bàn_bạc nhỏ một_chút đừng cười_phá lên như thế .,0,3
1927,nhằm giúp các bạn hình_dung rõ hơn về format cũng như quy_trình tổ_chức cuộc thi ban tổ_chức chính_thức phát_động workshop kick off neuron .,0,9
1928,bạn này vừa xinh vừa tốt_bụng luôn í .,1,3
1929,phòng thí_nghiệm môn này cần được nâng_cấp và mở_rộng .,2,4
1930,anh_chị có ai học cô môn này cho em xin review với .,0,2
1931,trường năm nay có concert chào_đón tân_sinh_viên không ạ để bạn .,0,1
1932,trường đợi em .,1,6
1933,tăng_cường thêm thiết_bị để môn_học được hiệu_quả .,2,4
1934,căng_tin cạnh synary đó chỗ có cái tờ giấy dán menu trà tắc các thứ ở cửa .,0,4
1935,giáo_trình thống_kê trong kinh_tế và kinh_doanh auth tặng note .,0,2
1936,chạy xt và lọc ảo lần mới ra kết_quả cuối_cùng .,0,2
1937,hi_vọng vào một_phép màu .,0,3
1938,nơi các câu lạc_bộ tổ đội nhóm thể_hiện những gì tốt_đẹp nhất của họ và tìm nhà để về .,1,9
1939,các thợ_săn điểm rèn_luyện còn chần_chờ gì mà chưa click vào link đăng_ký ngay nhỉ vừa có kiến_thức vừa được điểm đoàn dễ_dàng hơn bao_giờ hết nè .,1,2
1940,giải_thích chi_tiết bài_học hơn .,2,2
1941,social pioners là cuộc thi marketing xã_hội dành cho học_sinh sinh_viên từ đến tuổi tại các trường trung_học phổ_thông đại_học cao_đẳng trên toàn_quốc quan_tâm và mong_muốn được tự mình tạo nên những chiến_dịch marketing nhằm giải_quyết các vấn_đề xã_hội cũng như cùng với các doanh_nghiệp thực_hiện các hoạt_động csr hiệu_quả tạo ra các tác_động tích_cực cho cộng_đồng .,1,9
1942,trần_gian lo_toan ta vẫn ôm cây đàn hát .,1,6
1943,là có tăng không .,0,3
1944,mong mọi người giải_đáp giúp em .,0,8
1945,trường đẳng_cấp ở đất thủ_đô tốt_nghiệp xong đi xin việc ai cũng nể .,1,5
1946,gửi em_trai tân_sinh_viên nhà kí_túc_xá .,0,6
1947,cậu là kiểu nào .,0,3
1948,cẩn_thận nha .,1,3
1949,có đứa note như cứt .,2,3
1950,chúc chị và team đạt kết_quả tốt ạ .,1,3
1951,biết sắp tới pmc có những sự_kiện dành cho cả sinh_viên trường ngoài nhờ .,1,9
1952,dàn khách mời đặc_biệt xịn xò ca_sĩ juky san ca_sĩ grey bác_sĩ huyền beauty blogger hà friend friend friend fen my friend friend friend friend chỉ trong khung giờ ngày .,1,6
1953,ủa sao lang_thang vào trường chi_vậy .,0,2
1954,người_ngoài vào được ạ .,0,3
1955,giảng_đường quá nóng .,2,4
1956,học anh văn nên học ở phòng lab cách_âm để khi học listening không bị ảnh_hưởng bởi bên ngoài .,2,4
1957,do môn_học không tính điểm thực_hành và cũng không phải nộp bài_tập nên theo ý_kiến chủ_quan của riêng em thì thực_hành_hình thứ dường_như chưa thật_sự hợp_lý .,2,2
1958,ơ vĩ_mô và giải_tích thầy huy là đỉnh nhất .,1,2
1959,dữ nguyên hiện_trường nhé tớ đến ngay .,0,3
1960,em mua giáo_trình lý_thuyết tài_chính tiền_tệ bài_tập sổ hồng .,0,2
1961,dạy dễ hiểu học_sinh tiếp_thu tốt .,1,2
1962,thầy dạy rất nhiệt_tình khi dạy thầy luôn đi tới từng sinh_viên để hướng_dẫn .,1,2
1963,ngo phi_nga .,0,3
1964,mong các thầy cô có_thể coi thi gắt_gao hơn và làm hết trách_nhiệm của người giám_thị để kết_quả học_bổng được công_bằng không ạ .,0,2
1965,mùa xuân hết tháng .,0,3
1966,mê đấy .,1,0
1967,học_phí của chất_lượng cao khoảng bao_nhiêu và có tăng theo tăng năm không ạ .,0,2
1968,chill thật .,1,3
1969,còn vì_sao tuyển_sinh nhiều câu hỏi này để các bạn tự trả_lời vì cũng dễ hiểu mà .,0,2
1970,còn giới_thiệu nguyên_lí kế_toán ạ .,0,2
1971,em cũng muốn làm tân_sinh_viên .,0,2
1972,địa_điểm trung_học sơ sở phúc_xá số phố an_xá .,0,1
1973,thấy cậu cũng có vẻ mê mình đi thôi cậu .,0,6
1974,đảm_bảo giờ học tiết học nội_dung .,1,2
1975,chia_sẻ nhiều slide có giá_trị học_tập cao .,1,2
1976,bump bài cho chị yêu của mình sớm tìm được máy ạ .,1,6
1977,mọi người cho em .,0,3
1978,ngay cả lúc file nhạc bị lỗi cũng là anh_chị lên đưa ra giải_pháp cho các em .,0,6
1979,giáo_trình kinh_tế học_tập vĩ_mô auth photo .,0,2
1980,từ năm nhất tới năm rồi mà mình vẫn thấy nước vẫn vậy ó rất nhiều bài đăng về nước kí_túc_xá trước đó nhưng vẫn vậy các bạn ạ .,2,4
1981,em đăng_nhập được .,0,3
1982,thấy yêu trường đến lạ .,1,4
1983,nội_dung bài_học được lồng_ghép vào nhưng trò_chơi .,1,2
1984,mới hà_trang trưởng ban tổ_chức .,0,9
1985,vì_vậy bạn cần cân_nhắc kỹ_lưỡng trước khi đưa ra quyết_định .,0,6
1986,giảng_viên không thân_thiện quá khắc khe gây cảm_giác lo_lắng sợ_hãi cho sinh_viên .,2,2
1987,tên môn_học là lập_trình ứng_dụng web tuy_nhiên chỉ cho lập_trình trên ngôn_ngữ php nên rõ_ràng trong tên môn_học với ngôn_ngữ nào .,2,2
1988,thêm chiếc ô ở phòng nữa ạ .,0,3
1989,tôi có thắc_mắc tại_sao người dân việt_nam xuất_khẩu lao_động chỉ có đi qua nam hàn mà không có ai đi qua bắc hàn là sao .,0,7
1990,không làm sai ai dám đuổi từ khi sang đây mình được hỗ_trợ rất nhiều từ cả bảo_vệ quản_lí ký_túc đến tận cô dọn với cho ký_túc thì không hiểu phân_biệt đối_xử ở đâu .,1,4
1991,bá cháy .,1,3
1992,trước khi vòng cuộc thi go finance chính_thức đóng lại anh_đào trung hiếu quán quân cuộc thi go finance còn muốn gửi tới các bạn trẻ sinh_viên đã và đang có ý_định tham_gia cuộc thi một câu nói mà anh vô_cùng tâm_đắc .,1,6
1993,chiến_lược fast track để săn học_bổng giá_trị lên tới của các trường đại_học hàng_đầu thuộc russell group ivy public cùng những học_bổng toàn_phần danh_giá của chính_phủ .,1,6
1994,gặp_mặt trao_đổi kinh_nghiệm và giao_lưu thể_thao giữa công_đoàn trường đại_học kinh_tế quốc dân và công_đoàn đại_học thái nguyên .,1,2
1995,nhà nghèo đi mà học_phí thì tăng lên bùn quá .,2,3
1996,be proud tune break cocon là cuộc thi tìm_kiếm tài_năng phát_thanh do ban_phát_thanh tuyên_truyền neu tổ_chức nhằm tạo ra cơ_hội cho sinh_viên thử sức khai_phá bản_thân và tìm ra chất giọng của riêng mình .,1,9
1997,hãy chọn một phòng có cửa_sổ để đội cứu_hộ tiện giúp_đỡ ra_hiệu_lệnh cho bạn .,0,7
1998,dân_số và phát_triển .,0,2
1999,tại các em ăn_mặc mát quá các chịu không nổi chứ mặc kín_đáo vào chắc cũng không ai làm thế .,3,6
2000,ngày_xưa mà có thì chắc chứng_minh sẽ bớt nghỉ học lại ra đây ngồi .,0,2
2001,dễ tiếp_cận kiến_thức .,1,2
2002,cô vui_tính và giảng_dạy rất nhiệt_tình .,1,2
2003,khiếp sao lâu thế nhỉ .,2,3
2004,cả lớp đều nói là giảng_viên chưa hướng_dẫn mà giảng_viên nói là hướng_dẫn rồi .,2,2
2005,trong các firm như nielsen kantar ipsos về cơ_bản cũng có team consulting nên intern ở những team này thì em có_thể có thêm chút kinh_nghiệm làm consulting để bổ_sung vào profile nhé .,0,5
2006,giờ thành cựu sinh_viên có được vào thư_viện nữa không nhỉ .,0,4
2007,mong admin sớm duyệt bài .,0,0
2008,thuế kèm văn_bản slide .,0,3
2009,em đang cười trên nỗi đau của chị đấy à hích .,0,6
2010,mà đánh nay là qua đấy .,0,3
2011,trước khi đăng_ký thì chị cần hoàn_thành đổi điểm tiếng anh không để nợ học_phí pass sinh_hoạt công_dân cuối khóa trước ạ .,0,2
2012,tổ_trưởng cửa_hàng .,0,3
2013,bước vào lớp_học cứ như đi nhầm lớp .,0,2
2014,mày chỉ nghĩ cho bản_thân mày .,2,3
2015,nghe nói thích tòa vì nhiều ổ sạc .,0,4
2016,thầy dạy nhiệt_tình giảng bài chi_tiết .,1,2
2017,cute hết_sức .,1,3
2018,giảng_viên tận_tâm và vui_tính .,1,2
2019,cuộc thi kế kiểm cuối_cùng trong năm để cọ sát trước khi các big mở đơn đấy mọi người ạ .,1,5
2020,gửi tặng cậu chiếc ảnh chúng_tôi ở phòng kỹ_thuật chạy sự_kiện mà chúng_tôi rất yêu .,1,6
2021,thầy đưa ra những ví_dụ rất nhạy_cảm đặc_biệt là đối_với những bạn nữ .,2,2
2022,tiếp đi bạn .,1,3
2023,bạn bấm vào sự_kiện và bên dưới sẽ hiện phần_hủy đăng_kí bạn nhé .,0,1
2024,thầy rất dễ_thương thân_thiện .,1,2
2025,thật_ra học_trò thì ti_tỉ lý_do để nghỉ học cô thầy đã từng trải qua nên cũng quá quen rồi qua đó sẽ có nguyên_tắc quản_lý riêng thường là các bạn khi nghỉ học sẽ nhắn_tin báo lớp trưởng lí_do nghỉ học có phép là oki nhất .,0,1
2026,thầy tận_tâm gần_gũi với sinh_viên .,1,2
2027,date không bạn .,0,3
2028,tôi xác_nhận là đúng nhé vụ này gần nhà tôi .,1,3
2029,tại đây các em sẽ có nhiều cơ_hội lựa_chọn để theo học những nhóm ngành mà mình .,0,2
2030,mình có tư_tưởng hồ chí minh nha .,0,2
2031,đừng rủ tôi ăn bánh ruốc nữa nhé .,0,3
2032,vâng chị nói thì hay qua nhưng không ăn_ở đấy thì bọn em ăn_ở đâu nữa giữa trưa nắng lại chạy ra đường à một người xàm xỡ thì cho họ nghỉ chứ có phải cả cái canteen xàm xỡ nhau đâu extremist vờ cờ lờ .,2,4
2033,anh đéo biết nói gì với cái trường này nữa .,3,4
2034,em chờ mãi trường ơi .,0,3
2035,tốc_độ tính bằng mà vào xem đi .,0,3
2036,cho hỏi là kì gpa có nhưng điểm tổng_kết cả năm được thì có được tính không ạ .,0,1
2037,cái_vẻ bề_ngoài chỉ là ban_đầu yêu là từ cái tâm cái tính cái nết mới dài lâu được .,0,3
2038,phòng thực_hành tốt .,1,4
2039,cháu dạy offline tùy theo thời_gian học và nhu_cầu của phụ_huynh và học_sinh ạ .,0,5
2040,thôi đi lượt_đi .,0,3
2041,anh_em nam kỳ kiếm tiền nên đi nước_ngoài không thì toàn bị anh_em bắc kỳ cướp không đó xưa cướp chính_quyền nay cướp tiền .,3,7
2042,cần tăng thêm số_lượng thiết_bị và thời_gian thực_hành .,2,4
2043,xin chuyển xuống tầng chạy cho nhanh được .,0,3
2044,sự_kiện anh_chị có tiết không_thể đi được là tổng_duyển chị cũng đã nhờ ngân take care các em rồi .,2,3
2045,thân_thiện hòa đồng giảng_dạy có kỹ_lưỡng .,1,2
2046,chuyện đã sảy ra là chuyện nên sảy ra em à .,0,3
2047,chị_em lại được gặp nhau rồi .,1,3
2048,thuc anh cảm_ơn em .,1,8
2049,trúng rồi .,1,3
2050,toi sai roi .,2,3
2051,địa_điểm tầng mỹ sơn tower nguyễn huy tưởng thanh_xuân hà_nội .,0,1
2052,trau_dồi và học_hỏi thêm kiến_thức chuyên_môn kỹ_năng thuyết_trình tranh biện xử_lý nhanh_nhẹn các tình_huống của cuộc thi .,1,2
2053,cậu set đi kìa .,0,3
2054,tân_sinh_viên đã xem chưa .,0,2
2055,tiết tan mà .,0,3
2056,chưa bao_giờ mình thấy buồn_bã và tủi_thân đến thế .,2,6
2057,giảng_viên có tâm_huyết với việc dạy_học .,1,2
2058,đến con chó nó còn có í thức hơn cái loại mày .,3,6
2059,mình nghe bảo mấy cô làm công_việc hành_chính_trường nào cũng vậy á bạn chắc là có căn nghề á .,0,4
2060,hẹn đi nộp giấy_tờ ở quầy đến_nơi đứng đúng vào quầy thì cô bảo không biết đọc à xong chỉ vào cái tờ giấy để ở bàn ghi là đi sang quầy lúc vừa đến thì mắt mình mải nhìn cô chứ kịp láo_liên gì mà nhìn thấy tờ giấy ấy .,2,4
2061,vì ở như một hộ gia_đình bình_thường nên thoải_mái về giờ_giấc nấu_nướng đầy_đủ những thiết_bị máy_giặt máy lọc nước điều hòa bình nóng lạnh .,1,3
2062,adu đẹp .,2,3
2063,nay chúng_ta cũng đợi thang .,0,4
2064,thứ hàng tuần được gặp cô mà em đã đợi cô từ chiều thứ rồi .,0,3
2065,neu mãi .,0,2
2066,nên tăng_cường các bài_tập về nhà .,2,2
2067,ẩm thức vùng tây bắc phải gọi là đỉnh chóp .,1,7
2068,ban truyền_thông cfe luôn chào_đón em nhé .,1,3
2069,thời_gian ngày checkin từ .,0,1
2070,dễ_chịu và giảng dễ hiểu tạo cảm_giác thích_thú cho sinh_viên .,1,2
2071,có_lẽ là kim chỉ_nam đúng_đắn nhất đối_với các thực_tập_sinh chuyên_ngành digital marketing hiện_tại .,1,5
2072,chặng the little bàn truyền_thông .,0,3
2073,chị ơi em không muốn quy_chụp đâu nhưng mà chị ăn_trộm điện_thoại của em thì nhớ sống cho cẩn_thận vào kẻo tổn phước ra đường ô_tô cán đấy .,3,6
2074,thực_tế thằng vừa giỏi lập_trình vừa giỏi đồ_họa khá là ít .,0,5
2075,em chào mọi người ạ em là sinh_viên sáng nay là lịch đăng_ký tín_chỉ ấy em được .,0,1
2076,nghỉ_hè xả_láng .,1,3
2077,cô cần quan_tâm hơn tới sinh_viên .,2,2
2078,bạn này nói chuẩn .,1,3
2079,ts hoàng_xuân quế viện_trưởng viện ngân_hàng tài_chính .,0,6
2080,thứ_bảy tại đại_học bách_khoa hà_nội .,0,1
2081,kinh_tế phát_triển vua mọi ngành thật .,0,2
2082,em nên học vi_mô trước thôi .,0,2
2083,còn kinh_tế lượng không ạ .,0,2
2084,nhìn quen lắm bác ạ .,0,3
2085,mình pass giáo_trình toán kinh_tế bản photo văn_bản quy_phạm_pháp_luật real ạ .,0,2
2086,ai còn kinh_tế chính_trị với lịch_sử đảng không ạ .,0,2
2087,tôi chưa từng thấy giáo_viên nào mà nghỉ nhiều lại hay đi trễ về sớm như_vậy .,2,2
2088,trung_bình một nhà tuyển_dụng sẽ dành khoảng từ giây để lướt qua công_việc của một người điều đó có_nghĩa_là bạn phải làm_sao để nhanh_chóng lọt vào mắt_xanh của nhà tuyển_dụng .,0,5
2089,mày toàn ăn cứt nên ngửi đâu cũng thấy mùi cứt chứ gì thằng bọ khắm nhất nên mày thích ngoe_nguẩy chờ nó ỉa cho bãi mà đớp .,3,6
2090,nên đổi phòng học sang phòng chất_lượng cao .,2,4
2091,thời_gian ngày thứ hai .,0,1
2092,tân_sinh_viên hôm nào cần lên trường vậy ạ .,0,2
2093,mất cơ_hội .,0,3
2094,dạy khá chuyên_cần .,1,2
2095,thời_gian check out .,0,1
2096,nhà_trường tặng triệu vào tài_khoản sinh_viên kích_hoạt window và office bản quyển .,1,4
2097,cơ_chế điểm đoàn .,0,1
2098,ts nguyễn thành hiếu phó hiệu_trưởng trường đại_học kinh_tế quốc dân nhấn_mạnh định_hướng của nhà_trường là tạo môi_trường để kiến_tạo mỗi sinh_viên trở_thành phiên_bản tốt nhất của chính mình qua đó tạo ra những ảnh_hưởng tích_cực và đóng_góp cho xã_hội .,1,1
2099,năm trường sẽ có đợt tốt_nghiệp chính vào tháng và tháng .,0,1
2100,mỗi khi lấy micro lại phải lấy thêm cả loa .,0,4
2101,bên cạnh đêm chung_kết sẽ là lễ khai_mạc tuần_lễ sinh_viên tốt lần năm chinh_phục .,1,9
2102,đứa nào cố_gắng thì việc điểm_cao ielts chả_là cái vẹo gì vì nó dễ vãi .,0,2
2103,mong thầy cô đọc được những tâm_nguyện của những sinh_viên như chúng em ạ .,0,4
2104,góc xin ảnh làm clip phục_vụ lễ khai_giảng ngày .,0,8
2105,combo điểm .,0,2
2106,kinh_nghiệm mất lần đi làm lại hết kx cho hay đấy .,0,3
2107,thầy là giảng_viên dạy toán hay nhất trường .,1,2
2108,với chủ_đề tán_sắc anh thomas đã chia_sẻ rằng life is like prism .,0,3
2109,ynm cũng mong rằng qua chuỗi hoạt_động các bạn neu ers đã có_thể thêm tự_tin vững bước trên con đường mình đã chọn .,1,9
2110,đỉnh_cao của toxic relationship là khi cả hai kẻ trong câu_chuyện đều muốn quay trở_lại cái mối quan_hệ chỉ đem lại toàn đau_khổ hận_thù cho bản_thân .,2,7
2111,tương_lai của gái đấy .,0,6
2112,dính dseb cha .,0,2
2113,có những lộ_trình học phát_triển nào phù_hợp giúp bạn vừa trau_dồi kiến_thức chuyên_môn cốt_lõi vừa sở_hữu những kỹ_năng ứng_dụng ai hiệu_quả để sở_hữu lợi_thế cạnh_tranh trên thị_trường lao_động .,1,5
2114,cho tìm chủ_nhân kiện hàng thất_lạc này ạ .,0,6
2115,những kỳ sau trường vẫn sẽ đăng_ký mặc_định cho sinh_viên miễn_là em không còn nợ học_phí .,0,4
2116,không em nhe chi cung tạch và chi van co học_bổng bình_thường mha .,0,2
2117,trường đăng_kí cho có lớp bạn tín cũng có lớp bạn tín .,1,2
2118,bởi_vì trong một_số trường_hợp sinh_viên làm bài thi thì máy_tính của trường không đáp_ứng đủ nhu_cầu của sinh_viên phải đủ nhanh .,2,4
2119,lòng hảo_tâm và sự giúp_đỡ của mọi người là vô_cùng quan_trọng và mình thực_sự biết_ơn mọi người rất nhiều .,0,8
2120,nhớ không .,0,3
2121,chuẩn luôn ơi chính là cái cô gì mà ngồi khu đối_diện cửa chính ra vào chính là người chứng_kiến em_trai đến xin giấy mà cô kia nói như chửi vào mặt em ấy đúng nghĩa của từ đi_cầu_xin giấy_tờ mọi người ạ .,2,4
2122,thời_gian am pm thứ thứ .,0,3
2123,cho xin slot với người_yêu được ạ .,0,6
2124,khoái khoái .,1,3
2125,cung_cấp kiến_thức trọng_tâm .,1,2
2126,chào anh_chị và các bạn ạ là tân_sinh_viên đang học marketing của neu ạ .,0,2
2127,tuần nghề_nghiệp và việc_làm neu career week .,0,5
2128,cô vui_tính nhiệt_tình trong giảng_dạy .,1,2
2129,chỉ_tiêu tuyển_dụng vietcombank đợt .,0,5
2130,mong chị mãi_mãi yên_nghỉ .,2,6
