,text,label_x,label_y
7553,vừa lên fan cứng anh_em ạ .,0,0
7554,xem cô nói_chuyện cười như con điên .,0,0
7555,sao toàn đăng những lần hiếm_hoi được vậy thầy sao không show những trận như mật_vụ chuột_cống mèo nhà cá hấp rồng xào ỏi ớt đi .,0,0
7556,bùi thị minh thư thees fansixlong là gì ey .,0,0
7557,nam đoàn kể_cả có khởi_động được vẫn không_thể thoát . không xem lúc đầu có kén đi nhưng cuối_cùng chỉ có người thoát . không cho nổ thì chẳg ai sống mà quay về .,0,0
7558,bé không học tối không lo ôn đi lớn lên ngu như thầy ba đấy chứ anh tao thì biết đấy .,2,2
7559,ok anh eii .,0,0
7560,buồn vãi .,0,0
7561,mưa_gió với bão vẫn đi .,0,0
7562,beat với hòa thanh không ăn_nhập lắm chắc tại quá quen với những bài trước rồi .,0,0
7563,trẻ trâu .,0,0
7564,thôi chồng sài như phá .,0,0
7565,do dat anh gil ơi .,0,0
7566,may là chưa công_bố hết dịch không là mọi người sẽ không đề_phòng .,0,0
7567,khỏe_khỏe rất khéo . chúc_mừng chúc_mừng .,0,0
7568,ở đấy ngột_ngạt quá thì đưa nó qua vũ hán cho nó thoáng mát .,2,2
7569,abe phiên_bản thái hã anh_em .,0,0
7571,minh hiếu đi đâu đep gái quá .,0,0
7572,bị cô_lập thì về đây với em nè abe em dẫn abe đi chơi gái nè . bao ngon .,0,0
7573,thế_thì đỡ thế đéo nào được .,0,0
7574,phạm xuân huy quá cúte .,0,0
7575,cứ để bà cụ tội_nghiệp ảo_tưởng những điều tốt_đẹp . có chỉ thì công_khai mỗi người giúp phần nhỏ cho bà toại_nguyện .,0,0
7576,phim này coi buồn_ngủ mặc_dù rất thích chị đẹp kristen .,0,0
7577,chàng quay_phim đúng chán thà đừng quay . không dám quay rõ mặt tụi no để người_ta tránh cứ quay bụng với dưới thắt_lưng .,0,0
7578,đức khoa ghê thật .,0,0
7579,facebook linda là gì mọi người .,0,0
7580,tiên nguyễn chứ ai nữa .,0,0
7581,không cần ghi cũng biết là ai .,0,0
7582,đáng thương quá .,0,0
7583,ai làm được gì ngoài dùng võ mồm ca_thán thơ vịnh vè trào_phúng chửi_đổng ahbp và xuất_phát từ cái tâm vì nước vì dân thực_sự ai làm gì đó đi chứ đừng thủ_dâm kiểu này mệt lắm với lại gần tết ai cũng cố_gắng tìm lương tháng mà . gắng cày thêm công_việc cho tốt . bên kia mới thưởng tốt .,2,2
7584,không_thể tưởng_tượng nổi . bọn chúng ăn bất_chấp thủ_đoạn .,2,2
7585,mee too nghe trên điện_thoại thấy dở_tệ gắn thêm cái loa lại thấy cuốn .,0,0
7587,thèm vãi ra .,0,0
7588,thôi thế này xác_định nghỉ tiếp .,0,0
7589,kiều friend fen my friend friend có diên ghê .,0,0
7590,ngư .,0,0
7591,huy_hoàng thể_hiện boy .,0,0
7592,ấy vậy_mà mới có thằng ít tóc cất_công sang tận bển khom lưng hửi đít thằng mao chó .,2,2
7593,sam sam kiểu như gọi thân_mật ý .,0,0
7594,ông này là chủ đất cho ông tấn thuê .,0,0
7595,được ăn mâm mới sướng bm còn kêu cái gì .,0,0
7596,hơ hơ mới . an huyện mà bày_đặt lên_giọng . xin_lỗi cô ba vàng_mã . an tỉnh nhà con còn chưa coi vào mắt huốn gì . an huyện . chú con là đại_biểu quốc_hội tỉnh mà còn chưa dám lên_giọng . nổ quá . đúng rồi ở mĩ có bom nguyên_tử hk nổ mới là_lạ .,1,1
7597,buồn quá không biết_mấy cái tượng nghìn_tỷ có bị ngập nc không nữa .,1,1
7598,julia trần dở_ẹc mà còn hôi mùi bọ_xít nữa không ngon_lành gì cả .,0,0
7599,anh_em nhớ subcribe kênh mới của thầy để có những giáo_án susan mới nha .,0,0
7600,nge ông kẹ chuyện vo thuật . lan nhin cười giỏi thật .,0,0
7601,ui được không thực_sự .,0,0
7602,linh duong thì đừng có xem .,0,0
7603,hay_ho con cặc gì mà tối_ngày đụ với chả địt .,1,1
7604,ảnh ngầu đấu nhưng thầy rap còn ngầu hơn .,0,0
7605,xây_dựng cái gì ở thiên_đường chả đắt .,0,0
7606,đăng thảo gỡ_gạc lại phim trước hong_ta .,0,0
7608,chó để con linh cá_lóc .,2,2
7609,cuộc_sống nó là thế . mình thích họ họ thích đứa nhà giàu và đéo quan_tâm đến mình .,0,0
7610,em ở bàn dưới cr ở bàn trên cũng do khoảng_cách .,0,0
7611,người không ra người . ngợm không ra ngợm . ý_thức thì như đống rác . nhà_nước nên bỏ_tù những thằng coi_thường pháp_luật và tính_mạng người khác như nó . phạt thật nặng xem nó có im mỏm nó không .,2,2
7612,được ạ .,0,0
7613,chết rồi cô ba vàng_ngọc ơi há há .,0,0
7614,vui quá tiger còn sống .,0,0
7615,còn lâu mới ngủ .,0,0
7616,riết bây ba quá bạn ơi . tôi cô quá nếu cau like thì kim cách khác noi tiếng ma nhu vậy người_ta chỉ_trích cô .,0,0
7617,viết sang còn trẻ và đẹp máy_bay kiểu dell gì .,0,0
7618,trend này làm bao chị_em gục ngã .,0,0
7619,jack càng ngày_càng tuột phong_độ ý_kiến riêng .,0,0
7620,apple không baogio làm mình thất_vọng .,0,0
7621,hồi trước còn nói nước_hoa chính hãng mà sale con .,0,0
7622,ở italy còn không lo ở việt nam lo gì hãy tin vào nhà_nước quân bệnh_viện dịch_tễ họ thật_sự đẳng_cấp trong chuyện này đã chữa cho người chị nhung vài bữa nữa khỏe giờ đó nếu không khỏe thì mình ship cho chị nhung lạng đinh .,2,2
7623,đình huân .,0,0
7624,giờ không đánh cũng đã khai chính cờ đỏ sao vàng là bọn khủng_bố . cần phải dẹp ngay bọn khủng_bố cờ đỏ sao vàng này ra khỏi xã_hội việt_nam và cả nhân_loại của thế_giới .,2,2
7625,mình đang tìm con chó nhà thất_lạc nó sủa cực_kì thuyết_phục nhé . ai thấy làm_ơn báo mình . mình cảm_ơn ạ .,0,0
7626,thảo đào văn nghèo có nhau ý nói đang lúc dịch_bệnh cho_dù công tình_yêu thu lỗ nói thu lỗ hơi quá thật_ra đang lúc dịch_bệnh kinh_doanh khó_khăn thôi . ấy vẫn không đuổi cắt_giảm nhân_sự bất_cứ ai . vậy chưa đủ hay sao .,0,0
7627,cười xiểu cô luôn love you chu cà mo chúc cô khỏe và hai mc dể thương luôn khỏe đẹp .,0,0
7628,mình cũng buồn cũng cảm_thấy mất_mát nhưng không để ảnh đại_diện cầu_nguyện cho bất_cứ sự_kiện nào . mình không bày_tỏ trên facebook cũng không có_nghĩa_là mình không quan_tâm .,0,0
7629,cs như bầy sư_tử săn mồi gặp phải thứ gì chúng cũng muốn cướp hết và bất_chấp tất_cả . trừ khi người bị cướp đủ năng_lực chống_trả thì chúng mới dừng . bản_chất của lũ cs là cướp và cướp .,2,2
7630,tin .,0,0
7632,cách mà dân ta thể_hiện lòng yêu nước .,0,0
7633,các cô phục_vụ giặt quần không kịp nên phải lót khăn mà đúng ta không nên mặc quần cho nhanh . nhưng nếu_như trong hình mô_tả thì chứng_tỏ đêm qua tám không ngủ .,0,0
7635,ủa là sao không hiểu .,0,0
7636,huynh tin ai đôi heo nhiều nhất nè .,0,0
7637,ừm ừm đây là khi tết về .,0,0
7638,chị đẹp như lệ_thủy_da .,0,0
7639,gương_mặt giải_trí .,0,0
7640,em đẹp lắm .,0,0
7641,ca_sĩ không atm .,0,0
7642,có nói đúng con cũng bị người cùng giới thả tép bắt tôm thương quá nên bị lừa gần cả trăm triệu giờ cuộc_sống trốn chui trốn nhủi . chưa bao_giờ nhục như bây_giờ . thế_giới thứ ba đã khổ xin những ai không thương những người thế_giới thứ ba đừng lôi_dụng để lừa_gạt . kết_bạn nc cho vui nhé mọi người .,0,0
7643,người_ta đi ăn_trộm cũng rất vất_vả phải thứ đêm hôm đi canh chứ phải dễ_dàng đâu nhiều khi phải canh ngày chứ đâu phải đùa . không thương người đi bắt trói người_ta là sai rồi .,0,0
7644,hello . chi .,0,0
7645,tủn không nghe nói xạo lồn quá .,2,2
7646,phu nguyen sửa chữ thôi chứ ngọng gì anh_em bên tre cũng gọi li quăng .,0,0
7647,hôm_nay đảo_ngói nè .,0,0
7650,trần tân_kiệt nghe nhiều nghiện con_mẹ nó rồi .,0,0
7651,em xin vocal được không ạ để remix .,0,0
7653,love you chu cà_mo cô .,0,0
7654,kết_bạn đẹp ở chỗ nào mà phanh ra .,1,1
7655,chị đẹp quá . không nói không biết chị là người chuyển giới .,0,0
7656,hôn gió kiểu cao bằng .,0,0
7658,câu của gói chim anh độ mixi bao_nhiêu .,0,0
7660,được không anh êii .,0,0
7661,võ thành toàn đây là cảnh khủng_bố đi cướp .,0,0
7663,nhism đang quay ghế .,0,0
7664,đéo ghi nguồn .,1,1
7665,hà_nội không biết có được không để mai viết thư bày_tỏ nguyện_vọng .,0,0
7667,thế vinh linh vật thờ là con quỷ dữ .,0,0
7668,like đó là phần nhỏ trong số hàng tỷ người dùng facebook của tàu suy ra số_lượng óc chó của nó không đáng_kể .,2,2
7669,hồng sơn nguyễn ông ơi cho tôi xin video được không ông .,0,0
7670,hãy nghĩ theo hướng tích_cực mà bạn ấy muốn truyền_tải .,0,0
7671,đéo mẹ mc phan anh có nhận lương từ dân tụi tao không hết_lòng vì người vùng lũ còn tụi mày có đứng ra kêu_gọi và hết_lòng lo cho dân không hay chỉ là kêu_gọi xong đem cúng mồ mã ông_bà nhà tụi bây địt_mẹ cứ tưởng dân giờ ngu lắm ấy .,2,2
7672,hiển trọng nguyễn thanh tuấn .,0,0
7673,các ông đi chơi bỏ tôi ở nhà với bà chủ kênh thế à .,0,0
7674,âu cũng có_thể_loại bóp zái đồng_đội .,0,0
7675,hãy nhìn ánh_sáng của đảng và quên đi sự bất_công của cuộc_sống .,2,2
7676,mình thấy cách_ly có khổ_sở gì đâu sao mà nhiều người cứ trốn_tránh thế nhỉ .,0,0
7677,bài viết tràn_đầy mùi gato .,0,0
7678,thứ gì đâu .,0,0
7679,đang vi_phạm thì im_re xong_xuôi rồi thì mới rà_soát sau đó thay_đổi pháp_lý để chính_thức công_nhận vi_phạm hỏi sao không xử_lý kịp_thời thì nhân được câu trả_lời là không hay_biết lực_lượng mỏng cần thời_gian kiểm_tra .,1,1
7680,tục_tĩu là đã mất nhân_cách rồi . cô nên gỡ vdo này đi . không có gì có ý_nghĩa thì chẳng đáng khoe .,0,0
7681,hai con súc_vật này trước_kia đội nhau lên đầu bây_giờ quay lại cắn nhau hả .,2,2
7683,murad tv vợ_chồng .,0,0
7684,thôi nhà có rồi nên nhường cơ_hội may_mắn này cho bạn khác nhé .,0,0
7685,hà lội không vội được đâu .,0,0
7686,trời vãi nhiều .,0,0
7687,nên anh chuyển sang bản lite .,0,0
7688,vĩnh khang giống vờ cờ lờ khác mỗi cái mình và cái mặt .,0,0
7689,dạo này độ tộc_trưởng nổi_tiếng lắm đi đâu cũng độ .,0,0
7690,ai thích nói đi vã lắm rồi .,0,0
7691,minh nguyệt .,0,0
7692,thích câu này vãi bạn lịch_sự admin lịch_sự . bạn cục_súc admin dí vào mặt bạn luôn .,2,2
7693,đảng hãy cho tôi lời khuyên đi .,0,0
7694,thôi dai gi ma dan ba con gai an noi vo duyen qua .,0,0
7695,vẫn là sao nhung .,0,0
7696,em chao chi .,0,0
7697,quốc anh bịt khẩu_trang nhé béo .,0,0
7698,vợ mình nó say xe oto .,0,0
7699,thoại trần nhà_quê .,2,2
7700,tâm nguyễn đọc và tìm_hiểu kỹ hãy nói bạn ạ .,0,0
7701,hoặc cho ngồi vài tháng cho có lệ chăng .,0,0
7702,ơ ngứa_mồm à .,0,0
7703,trường đang .,0,0
7704,tài chiến rồi đó .,0,0
7705,gi ghe quá vay troi không tuong tuong luon .,0,0
7706,nhược đại như lai sư_tử được . khắp phương thiên_hạ thái_bình_phong .,0,0
7707,mã đức lâu .,0,0
7708,khẩu nghiệp chêt mẹ may đó trời qua báo may đó hồi xưa may chửi nhiều người . bây giơ trời qua bao may_đo minh hiếu may gu rang chiu không .,2,2
7709,bản_chất con_người . loại người này xin_lỗi ngàn lần cũng không tha .,0,0
7710,phương mai vãi .,0,0
7712,để coi thằng nào ngán thằng nào .,0,0
7713,địt_mẹ các bạn ý . cười rụng con_mẹ nó mồm rồi .,2,2
7714,quốc trung hè này khỏi đi gia lai hay nước_ngoài nữa hê vô đak lak nà .,0,0
7715,một doanh_nghiệp đóng thuế_cả ngàn tỷ mỗi năm bị lũ ngu chó_đẻ giết chết và thằng add óc éo bằng con chó .,2,2
7716,giờ tao chỉ mong bóng_đá đến sớm . để lu ngu no tràn ra đường hít thêm khí chết bớt mới tỉnh được .,2,2
7718,duo cùng em giây_phút bóp dú bóp lồnn taoo nss mà cừ bò .,1,1
7719,shop pe đi cùng độ phùng .,0,0
7720,chắc tôi nhấn vô nhầm bình_luận rồi sorry bạn .,0,0
7721,chung cẩn_thận con mãnh_thú nhà cũng có cóngg nhựa .,0,0
7722,bảo xuyên ơi nhìn em rưng_rưng nước_đái . .,1,1
7723,vài trăm xuất quà mừng như_vậy là gìau hơn cả trump oz tội_nghiệp bọn tư_bản bóc_lột hút máu người lao_động cả đời dell bằng quà mừng của mấy cán_bộ do dân và vì dân hỉ .,2,2
7724,nghe cô hiếu nói_chuyện cười muốn chết mọc mạc thu_hút người nghe .,0,0
7726,sẵn_sàng .,0,0
7727,tường vy khánh huyền nguyễn nguyễn thảo_nguyên trend mà .,0,0
7728,đừng mong con người_ta thay_đổi chấp_nhận được nhau hay không mà thôi .,0,0
7729,khúc hương giang không biết nữa . đi alone á . được thì gặp .,0,0
7730,nhớ page ngày_xưa vãi .,0,0
7731,hay lắm mấy đứa .,0,0
7732,ngu thì chết chứ bệnh_tật gì . thắng lại làm gì .,1,1
7733,chinh nguyen vấn_đề là nó đi chuyên_cơ riêng về chứ ở việt nam ngừng cấp thị_thực với nhập_cảnh rồi .,0,0
7737,phan trung hiếu vậy lúc nó bay ra nước_ngoài là nó bỏ nhà rồi .,0,0
7738,anh_em học tiếng tàu đi là vừa .,0,0
7739,ăn_mặc còn thua người ăn_xin .,1,1
7740,yêu nhau ngại mỗi cái đấy .,0,0
7741,love you chu rờ mo .,0,0
7742,tết đưa vợ_con đi chẳng hiểu sao thoii .,0,0
7743,trong lúc nước sôi_lửa bỏng này mà vẫn có kẻ nhận_thức kém vậy .,1,1
7744,tiên_tri đâu cân ăn .,0,0
7745,xin_lỗi hai thì à .,0,0
7746,xã_hội cong đều .,0,0
7747,sp này ok đó .,0,0
7748,lại cà_khịa rồi .,0,0
7749,vậy_mà xin_lỗi khóc_lóc đó hả .,0,0
7750,tay anh cầm xi_măng sỏi đá .,0,0
7751,cô minh hiếu chửi nge đã tai luôn . cô chửi hay quá hoan_hô cô hj .,0,0
7752,nể mấy đứa comment kêu ghép ghép ghép cl nekk chứ ghép .,2,2
7753,việt nam là nơi lấy cảm_hứng của iphone .,0,0
7754,nhìn là đéo muốn xem rồi dự là sẽ có những yếu_tố bắt_buộc phải cười .,2,2
7755,hôm may mấy bắn .,0,0
7756,coi_chừng nó bỏ thuốc_độc vào sông .,0,0
7757,hết ngủ rồi anh ơi .,0,0
7758,ninh trần được ninh ơi .,0,0
7759,nguyễn văn thiện .,0,0
7760,dừng lại hay tiếp_tục .,0,0
7761,chuẩn_bị gọi người xiên rồi .,0,0
7762,chị thấy cái đó chị xỉu ngày hên của con_nít chứ của người_lớn là chị đi luôn . cười muốn bệnh luôn .,0,0
7764,cầu_mong gà tặng quà .,0,0
7765,xin video bạn .,0,0
7766,nhà của này cũng không phải là không có đóng_góp gì cho việt nam đâu cứ lên tra gg xem johnathan hạnh nguyễn xem bác ấy có đóng_góp gì cho kinh_tế việt nam nhé ạ .,0,0
7767,nhi lê .,0,0
7768,ông trần dần lại muốn về việt nam đó mấy bạn cđ ạ . không có tiền về việt nam sống thì phải chịu thôi chứ về việt nam sống và chết tại quê cha đất mẹ vẫn thấy thanh_thản hơn .,0,0
7769,nhìn ổng dễ_thương muốn xỉu .,0,0
7770,ạc đó dính ạc lq vip vãi lồn ra .,1,1
7771,thà để giọt mồ_hôi rơi trên trang sách .,0,0
7772,yoyo yêu cô .,0,0
7773,khá được .,0,0
7774,mã hà cho vao voi .,0,0
7775,đọc chêt cười .,0,0
7776,chửi dell gì logic cứ xen chưa này rồi chưa kia vô . vẫn không hiểu chửi về gì là chính .,0,0
7777,bi giờ là hòn thì có .,0,0
7778,bá cho cháu facebook con thắm được không hay zalo cũng được .,0,0
7780,admin đánh_rơi não trước khi đăng bài này .,2,2
7781,nghe toàn thấy chửi không .,0,0
7782,sao nay nc điềm_tĩnh dạ .,0,0
7783,nguyễn thuận không hay thì nói không hay ý_kiến cái đéo gì .,0,0
7784,đã quá qua facebook em mua kính ôm sát chống dịch đi cả nhà . đeo lên gặp sếp sếp tăng lương thêm vì kính đẹp quá .,0,0
7785,cái lồn cát không .,1,1
7786,thanhhuy nguyen dơ vờ cờ lờ .,2,2
7787,thầy đang nằm_mơ hả thầy .,0,0
7788,vẫn đỗ bách_khoa thì các bạn không không lên lo_lắng .,0,0
7790,sơn hòa with love .,0,0
7791,trường mình ở mai dịch cầu giấy hà_nội gần đây ựa .,0,0
7792,cố lên thầy .,0,0
7794,nghe có vẻ rất vui nhưng lại rất mệt .,0,0
7795,sao tao thấy nó chả đẹp tý nào nhỉ .,0,0
7796,chia buon .,0,0
7797,nghi anh độ đạo nhái phong_cách của lộc idol ở đoạn đầu clip .,0,0
7798,địt_mẹ cái mấu này . tao nằm ở đây hơi nhiều rồi đấy trích lời anh tôi trong buổi sờ trym tối hôm_kia .,1,1
7799,nguyen bạn trả_lời rất chi là trả_lời .,0,0
7800,nhà con nhung đầu heo rất giàu hãy bắt phạt nó bồi_thường thiệt_hại . không để yên được đâu .,2,2
7801,nghe nói tết đến .,0,0
7802,toàn những người có đồng_bạc đi chơi xong đem virus về nước .,0,0
7803,cảm_ơn minh hiếu đẹp như minh_tinh màn_bạc chúc hiếu càng đẹp hơn nhé .,0,0
7804,đơm chết mẹ nó liền .,2,2
7805,nói hay lắm .,0,0
7806,nhà bao việc chơi game gì tầm này .,0,0
7807,tú trinh không chạy_ăn cứt ăn đb à .,2,2
7808,thấy chúng_nó fan cứng nói gì đấy hay vãi ra mà mình là fan cứng comment nhạt vãi .,0,0
7810,vừa đút .,0,0
7811,thầy tự đạp_đổ chén cơm chứ ai thèm cướp đang yên đang lành tự_nhiên gáy đấy chứ .,0,0
7812,cô_giáo cứ bình_tĩnh .,0,0
7813,quá nhọ cho đội xóc lọ .,0,0
7814,nhớ đóng kín cửa nha . chúc các bạn baker hít thở không_khí trong .,2,2
7815,xin video admin ơi .,0,0
7816,clgv abe .,1,1
7818,tôi có biết chút_ít đấy ô .,0,0
7819,điểm_danh anh_em cờ đỏ .,0,0
7820,huỳnh bảo dy mới biết luôn .,0,0
7821,nhà toàn mãnh_thú nhưng sợ dép lào .,0,0
7822,lê lê nhớ đó không được đâu nhoa không là tội thèn nhỏ .,0,0
7823,ella hồ trần huệtrinh yuri .,0,0
7824,con_mẹ . đang ăn cơm nghe đến đoạn bôi mũi mèo đức phan ạ .,1,1
7827,rồi đến lúc_nào đó sela ơi cứu anh .,0,0
7828,nghe bả nói_chuyện mà cưng quá trời luôn .,0,0
7829,tôi còn tưởng nó là đăng_ký cái lồn .,1,1
7830,khác_gì tát vào mặt thằng soang choảnh kia .,1,1
7831,dúng dúng để đảng soi sáng .,0,0
7832,chuẩn_bị có luật di_ỉa nhiều lần phát vì nhiễm moi trường .,0,0
7833,tại_sao chính_quyền phường lại làm_ngơ như_vậy hay_là ho bảo_kê để kiếm hoa_hồng của tụi đánh giầy đây mà mất_mặt quá .,0,0
7834,trần mai phương đọc comment .,0,0
7835,chạ bù cho công tình_yêu .,0,0
7836,nguyễn thị miền .,0,0
7837,hot_lồn chứ hot_nữ .,1,1
7838,kinh_nghiệm fifa nè thầy .,0,0
7839,địt_mẹ mất cái xe thì chúng_tôi đang điều_tra và giải_quyết . bán hàng rong thì giải_quyết ngay lập_tức không được để vấn_nạn này xảy ra . nực_cười vợ_chồng .,2,2
7840,bọn này vô_học lại thích khoe_khoang để lấy thành_tích viết những câu chữ tối nghĩa .,2,2
7841,văn năm này có giống năm ngoài không sao facebook cứ ầm_ầm lên thế nhỉ .,0,0
7842,có bán gấu bông thứ vậy không thầy .,0,0
7843,lũ chó lãnh_đạo đcs .,2,2
7844,giống tuyên_bố của trung quốc kết_quả vỡ trận .,0,0
7845,phan thuấn duy tan hue hien la du ghii bích phương .,0,0
7846,chuẩn luôn .,0,0
7847,tên làm_sao ạ .,0,0
7848,virut không trừ ai .,0,0
7849,ai bên cạnh chị trang mà xjh thế .,0,0
7850,quyen anh có có .,0,0
7851,giàu sao đi bộ thở như cho vậy trời .,0,0
7852,trần trung_tín vãi lồn không .,1,1
7853,chính mắt thấy tai_nghe quốc_sư mạnh dỏi là mừng rồi mốt có hài coi rồi .,0,0
7854,mình đang nói về bạn kia thôi nhé .,0,0
7855,mẹ ơi sống vội thế các con vợ .,0,0
7856,quá tuyệt_vời việt nam ơi cố lên đã có nhà lãnh_đạo chỉ đường_dẫn lối .,0,0
7859,chị yêu đẹp quá .,0,0
7860,chết con ỉ ẹ thầy với em .,2,2
7861,nó éo có biển mà còn tức dùm . việt nam có biển có đảo mà làm như_không có .,0,0
7862,chó hùa kìa .,1,1
7863,lona trần sợ mài nghĩ tới kao những lúc cao_trào . ớn á .,0,0
7864,những thằng ngu hay bảo người khác ngu mà không biết nhìn lại mình .,2,2
7865,kris nai đéo mẹ .,2,2
7866,dũng tao nhớ hồi nhỏ còn gội đầu dạ_hương cơ chứ đâu như bây .,0,0
7868,con mụ thần_kinh .,2,2
7870,minh hiếu nói_chuyện dể thương quá luôn mình thích minh hiếu vừa đẹp mà nói_chuyện rất có duyên dả lại có khiếu chưởi lộn nge mà phải cười chứ không nhịnh cười được chúc minh hiếu được nhiều sức_khỏe_vạn sự bình an gia_đình hạnh_phúc .,0,0
7871,con này mà về việt_nam chắc người việt nam đá cailoncatkhong luôn quá .,2,2
7872,subcribe lại kênh cho thầy nha mọi người và nhớ là kênh mới là kênh kĩ_năng nha .,0,0
7873,duyệt .,0,0
7874,gì ba con ne cho voi .,0,0
7875,nhìn cái mặt là không ưa vênh_vênh_váo váo .,2,2
7876,mày chửi lq xong bị thằng âm_binh nó lừa cho hơn trăm triệu nhục mặt gậy mày đập vào mặt_mày đáng_đời chửi người_ta làm_sao mày gánh hết .,2,2
7877,tham_nhũng đang rất ổn_định mà .,2,2
7878,lại không dễ anh .,0,0
7879,số đẹp không nỡ like .,0,0
7880,bài_học rút ra hãy yêu một thằng người mỹ gốc ấn vì tụi nó đa_phần là dân it và giỏi vãi lìn có_thể tương_lai bạn được làm phu_nhân ceo gì đó .,0,0
7881,sự trùng_hợp ngẫu_nhiên .,0,0
7882,xuân đương tới cũng là xuân đương qua .,0,0
7883,anh_em yếu sinh_lý inbox tư_vấn nhé .,0,0
7884,mẹ ơi khẩu nghiệp bà bà chửi việt nam nữa nghe .,0,0
7885,thế tốt .,0,0
7886,phương august .,0,0
7887,nguyễn thị mỹ linh phim về cá_mập hay gì vậy bạn .,0,0
7888,ditme càng tốt đỡ phải gánh tụt quần .,0,0
7889,thiếu nốt cái live là anh chăng khác gì bọn cô rê an .,2,2
7890,đã bảo không muốn mà bố_mẹ cứ bắp chụp .,0,0
7891,quê_hương là cầu tre nhỏ .,0,0
7892,võ thành nhân lf .,0,0
7893,hào nguyễn xin video với cậu .,0,0
7894,nốn lừng mong_manh à .,1,1
7895,stab julia jules cesar times .,0,0
7896,ai chả hướng về đất_nước nhưng không theo tư_tưởng cs thôi .,0,0
7899,trịnh hà vy không lận . đầu_tư đi làm kím tìn .,0,0
7900,đọc mà lòng cay cay cay .,0,0
7901,má ba thật quá .,0,0
7902,đúng là hề .,0,0
7903,mô phật trâm mai phương mai khánh ly thủy_tiên .,0,0
7904,em lại gửi cô panda video của thầy nữa ạ .,0,0
7905,duy hoàng cdb .,0,0
7907,ông chủ đầm tôm .,0,0
7908,theo tôi làm ban giám_khảo vài năm nay thì bài được trung_bình . nghe hôk hiểu gì hết .,0,0
7909,con yêu cô quá .,0,0
7910,giống abe vãi lồn .,1,1
7911,dùng não nhiều quá nên hơi đao .,0,0
7912,ngọc trân an hạ .,0,0
7913,đeo hieu kieu gi .,1,1
7914,chả hiểu đẹp ở đâu .,0,0
7915,có tiền đâu mà sửa_soạn chị .,0,0
7916,bê đê mà .,1,1
7917,ai muốn làm công_việc bán thời_gian inbox mình nhé .,0,0
7919,trần nhật các cụ có câu đã ngu còn hay sủa .,1,1
7920,addf với cụ tổ ơi .,0,0
7921,ngu còn sủa cho lớn . lúc đầu cũng mê việt_kiều .,2,2
7922,vào văn quá .,0,0
7923,nhìn như con điếm vậy .,1,1
7924,nhìn cái mặt thớt đã biết tại_sao thớt nói comment như_vậy . anh_em thông_cảm người khuyết_tật tí đê .,2,2
7925,đẹp đội_hình .,0,0
7926,lê văn quật minh hậu .,0,0
7927,lê nhật trâm sao thế ạ .,0,0
7928,nghi mà . mâm nào cũng có ông_già bé sam vào . rảnh hánh thì chăm con đi chú ơi .,2,2
7929,tao sợ quá các mày ạ .,0,0
7930,tới bến sáng dzìa .,0,0
7931,mái tự cắt . đuôi thì ngồi cày tiếng với giá không cảm_thấy ưng .,0,0
7932,đại_gia .,0,0
7933,hiến_pháp mỹ .,0,0
7934,troi oi cuoi muon xiu .,0,0
7935,hà_nội thu nguyên nói câu mát hết cả lòng .,0,0
7936,bao tung mv ca_nhạc về huyền_thoại .,0,0
7937,nếu bò viên cá viên ăn nhiều ngán thì về việt nam há mồm ra bảo_đảm dân việt_nam sẽ biến cái lỗ mồm ông thành cái bể_phốt . và ông chỉ cần nhai thôi không phải làm gì hết .,2,2
7938,ở hàn gọi là chiếc lá còn việt nam là lá chà_bồn .,1,1
7939,loài ấuhồ tuyên_giáo thì bài và luận chỉ một giọng_điệu bưng bô .,2,2
7940,cái tên thái linh hương nay còn đâu .,0,0
7941,hoan banana .,0,0
7942,nói đạo_lý thì phải nhắc đến anh huấn với khá trước nhé .,0,0
7943,toàn chân_lí .,0,0
7944,ba dẻo vàng gì den thôi vay vàng mien à .,0,0
7945,vâng rất việt_nam . việt nam là thế .,0,0
7946,đỗ vân anh đạt cảnh tình này chưa .,0,0
7947,lee sin lồn mẹ giáo_án kiểm_soát của thầy tú .,2,2
7948,chuẩn_bị xây nhà nghe chưa thầy .,0,0
7949,tin rat hay .,0,0
7950,từ cách nhìn của người dân bình_thường thôi bạn . đúng và hay thì phải khen và ủng_hộ thôi . đâu phải cái bọn rận chủ rẻ_tiền kiểu nào cũng nói được .,2,2
7951,anh ở cầu giấy về hôm trước chưa sợ chết thì thôi mọi người cứ bình_tĩnh .,0,0
7952,đó là lý_do tại_sao lạ đít phải về nhà đi mới thoái mai .,0,0
7953,rồi tiền đâu trả nhân_viên .,0,0
7954,thanh nghệ_tĩnh là trùm trừ vùng cũng thì đỡ nên mấy gia_đình kia từ_chối không có gì lạ .,0,0
7955,anh bán hết nhé .,0,0
7956,không ai . dem . ba nay . di_benh . vien . de ba khung . ai chieu noi . troi .,2,2
7957,vui ghê .,0,0
7958,quạo nha .,0,0
7959,hỉ cần toàn dân ta đoàn_kết đồng_lòng sẽ chiến_thắng như dân_tộc việt nam ta đã từng chiến_thắng cố lên việt nam ơi .,0,0
7960,đã bảo ổng là điệp_viên của đcs việt_nam mà éo ai tin .,0,0
7961,ơi hãy uống nữa đi cho một giọt nước_đái nghe đắng_cay trong quần .,1,1
7962,hạ lam hãy ủng_hộ cây ây ti em bằng cách like video của cây ây ti em thay_vì dislike video của jack .,0,0
